id,name,description,author_name,modified,created,tags,references,public,adversary,targeted_countries,malware_families,attack_ids,industries,TLP,revision,groups,in_group,author,is_subscribing
604f71830890463ad789a994,Keyword Scraper,,Kailula4,2021-04-14T00:00:31.441000,2021-03-15T14:38:59.464000,[],[],1,,[],[],[],[],white,3,[],False,"{'username': 'Kailula4', 'id': '131997', 'avatar_url': 'https://otx.alienvault.com/assets/images/default-avatar.png', 'is_subscribed': False, 'is_following': False}",
61c8c3c70e4717e37a0cd3dd,BlackCat: A New Rust-based Ransomware Malware Spotted in the Wild,"The first Rust-language ransomware strain has been spotted in the wild, but security researchers have warned that the threat is ""very sophisticated"" and could pose a serious threat to the security systems in future.",esoporteingenieria2020,2021-12-26T19:34:31.084000,2021-12-26T19:34:31.084000,[],[],1,,[],[],[],[],white,1,[],False,"{'username': 'esoporteingenieria2020', 'id': '121604', 'avatar_url': '/otxapi/users/avatar_image/media/avatars/user_121604/resized/80/avatar_3b9c358f36.png', 'is_subscribed': False, 'is_following': False}",
61d9bf5e4e2960644d61370b,Ransomware Group Profile: BlackCat (Alphv-ng) - CloudSEK,"BlackCat is the first professional ransomware group to use the Rust programming language, according to researchers from CloudSEK, who have analysed the group’s activities and its activities on the dark web.",ElastZris,2022-01-08T16:44:14.528000,2022-01-08T16:44:14.528000,[],[],1,,[],[],[],[],white,1,[],False,"{'username': 'ElastZris', 'id': '176027', 'avatar_url': 'https://otx.alienvault.com/assets/images/default-avatar.png', 'is_subscribed': False, 'is_following': False}",
61d9bf672cd7905b87255bb7,Ransomware Group Profile: BlackCat (Alphv-ng) - CloudSEK,"BlackCat is the first professional ransomware group to use the Rust programming language, according to researchers from CloudSEK, who have analysed the group’s activities and its activities on the dark web.",ElastZris,2022-01-08T16:44:23.233000,2022-01-08T16:44:23.233000,[],[],1,,[],[],[],[],white,1,[],False,"{'username': 'ElastZris', 'id': '176027', 'avatar_url': 'https://otx.alienvault.com/assets/images/default-avatar.png', 'is_subscribed': False, 'is_following': False}",
61dbebad4c42a90107bf0e66,IOCs/BlackCat_Ransomware at main · CyberSoldiers/IOCs · GitHub,"GitHub is a free, open-to-use online platform that allows users to create, host and share content via the site's live-streaming platform, on the web, mobile and app.",demoextraa,2022-01-10T08:17:49.322000,2022-01-10T08:17:49.322000,[],[],1,,[],[],[],[],white,1,[],False,"{'username': 'demoextraa', 'id': '176114', 'avatar_url': 'https://otx.alienvault.com/assets/images/default-avatar.png', 'is_subscribed': False, 'is_following': False}",
61e76480a7331cbea55b1bdd,"BlackCat Ransomware | Highly-Configurable, Rust-Driven RaaS On The Prowl For Victims - SentinelOne",,caralin0702,2022-01-19T01:08:16.124000,2022-01-19T01:08:16.124000,[],[],1,,[],[],[],[],white,1,[],False,"{'username': 'caralin0702', 'id': '73972', 'avatar_url': 'https://otx.alienvault.com/assets/images/default-avatar.png', 'is_subscribed': False, 'is_following': False}",
61e7dc6b5797fe8da36fd840,"BlackCat Ransomware | Highly-Configurable, Rust-Driven RaaS On The Prowl For Victims",0c6f444c6940a3688ffc 6f8b9d5774c032e3551ebbccb64e4280ae7fc1fac479.,Sand-Storm,2022-01-19T09:39:55.446000,2022-01-19T09:39:55.446000,[],[],1,,[],[],[],[],white,1,[],False,"{'username': 'Sand-Storm', 'id': '94093', 'avatar_url': '/otxapi/users/avatar_image/media/avatars/user_94093/resized/80/avatar_281f69b768.png', 'is_subscribed': False, 'is_following': False}",
61ea997d233aa9f7a13e2c4a,"BlackCat Ransomware | Highly-Configurable, Rust-Driven RaaS On The Prowl For Victims","BlackCat (aka AlphaVM, AlphaV) is a newly established RaaS (Ransomware as a Service) with payloads written in Rust. While BlackCat is not the first ransomware written in the Rust language, it joins a small sliver of the malware landscape making use of this popular cross-platform language. First appearing in late November, BlackCat has reportedly been attacking targets in multiple countries, including Australia, India and the U.S, and demanding ransoms in the region of $400,000 to $3,000,000 in Bitcoin or Monero.",AlienVault,2022-02-23T12:39:44.335000,2022-01-21T11:31:09.091000,[],[],1,,[],[],[],[],white,2,[],False,"{'username': 'AlienVault', 'id': '2', 'avatar_url': '/otxapi/users/avatar_image/media/avatars/user_2/resized/80/avatar_dacfad0ca8.png', 'is_subscribed': True, 'is_following': False}",
61eb56fee2ba69792c83e48e,Sophiscated Rust-Driven Blackcat Ransomware,"BlackCat is a sophisticated ransomware-type program written in the Rust programming language. This program is used in Ransomware-as-a-Service (RaaS) operations. his ransomware is highly customizable and heavily human-operated, which is especially important as it is primarily used to target large entities. BlackCat currently supports both Windows and Linux operating systems. It support anti-analysis tactic. It oftenly distributed through infected email attachments (macros), torrent websites, malicious ads. BlackCat malware can employ four different encryption routines, use several cryptographic algorithms, proliferate via local networks (i.e., spread between computers), terminate virtual machines, and so on. It can also end running processes and close files that are open during encryption. The ransomware diminishes victims' recovery options by deleting Windows Shadow Volume Copies and emptying the Recycle Bin.",Provintell-Lab,2022-01-22T00:59:42.427000,2022-01-22T00:59:42.427000,[],[],1,,[],[],[],[],white,1,[],False,"{'username': 'Provintell-Lab', 'id': '112104', 'avatar_url': 'https://otx.alienvault.com/assets/images/default-avatar.png', 'is_subscribed': False, 'is_following': False}",
61edc6496271605d3c4f8826,BLCKCAT GENERA ACTIVIDAD Y NUEVOS INDICADORES,"BlackCat también conocido como ALPHV, opera como un RaaS (Ransomware as a Service) por ende es ofrecido en foros clandestinos de habla rusa como RAMP, XSS y Exploit, donde los ciberdelincuentes también buscan reclutar nuevos afiliados para comprometer entornos corporativos a cambio de un porcentaje del pago obtenido de esta actividad delictiva.",esoporteingenieria2020,2022-01-23T21:19:05.937000,2022-01-23T21:19:05.937000,[],[],1,,[],[],[],[],white,1,[],False,"{'username': 'esoporteingenieria2020', 'id': '121604', 'avatar_url': '/otxapi/users/avatar_image/media/avatars/user_121604/resized/80/avatar_3b9c358f36.png', 'is_subscribed': False, 'is_following': False}",
61f3596119680b81a5d41b1a,ALPHV (BlackCat) Ransomware | Varonis,"Varonis is a cloud-based data protection and security solution for Microsoft 365, with the aim of preventing the spread of ransomware and other forms of cyber-crime by the end of the year.",caralin0702,2022-01-28T02:48:01.234000,2022-01-28T02:48:01.234000,[],[],1,,[],[],[],[],white,1,[],False,"{'username': 'caralin0702', 'id': '73972', 'avatar_url': 'https://otx.alienvault.com/assets/images/default-avatar.png', 'is_subscribed': False, 'is_following': False}",
61f7ae7276f247d3fdeb140c,Threat Assessment: BlackCat Ransomware,"The BlackCat ransomware family has grown rapidly and is targeting businesses around the world, Palo Alto Networks has revealed.  Â£1.5m in total.. the group is known as the “BlackCat gang",caralin0702,2022-01-31T09:40:02.303000,2022-01-31T09:40:02.303000,[],[],1,RaaS,[],[],[],[],white,1,[],False,"{'username': 'caralin0702', 'id': '73972', 'avatar_url': 'https://otx.alienvault.com/assets/images/default-avatar.png', 'is_subscribed': False, 'is_following': False}",
61f8e0be1a06d18582a52320,"BlackCat Ransomware | Highly-Configurable, Rust-Driven RaaS On The Prowl For Victims - SentinelOne",,HemaTemenos,2022-02-01T07:26:54.219000,2022-02-01T07:26:54.219000,[],[],1,,[],[],[],[],white,1,[],False,"{'username': 'HemaTemenos', 'id': '85330', 'avatar_url': 'https://otx.alienvault.com/assets/images/default-avatar.png', 'is_subscribed': False, 'is_following': False}",
62014001cc9620ea0c8d807b,"BlackCat Ransomware | Highly-Configurable, Rust-Driven RaaS On The Prowl For Victims - SentinelOne",,santhosh.kumar,2022-02-07T15:51:29.598000,2022-02-07T15:51:29.598000,[],[],1,,[],[],[],[],white,1,[],False,"{'username': 'santhosh.kumar', 'id': '175772', 'avatar_url': 'https://otx.alienvault.com/assets/images/default-avatar.png', 'is_subscribed': False, 'is_following': False}",
62054b2f2d94aae2414d3b9d,Deep Dive Analysis - ALPHV / BlackCat,"A new variant of the BlackCat ransomware gang has been launched in the Rust programming language, and is reported to be targeting businesses around the world, including transport and financial services, as well as the transport industry.",mohdrennis,2022-02-10T17:28:15.994000,2022-02-10T17:28:15.994000,[],[],1,,[],[],[],[],white,1,[],False,"{'username': 'mohdrennis', 'id': '138092', 'avatar_url': 'https://otx.alienvault.com/assets/images/default-avatar.png', 'is_subscribed': False, 'is_following': False}",
620e0198fa09b765aa78e863,BlackCat Ransomware,"A recently created ransomware malware, BlackCat, was used in an attack during the month January 2022 against the oil companies Oiltanking and Mabanaft. The attack barely impacted the end customers, but it reminded the cybersecurity community of last year’s Colonial Pipeline attack.",AlienVault,2022-03-03T17:06:00.304000,2022-02-17T08:04:40.846000,[],[],1,BlackCat,[],[],[],[],white,4,[],False,"{'username': 'AlienVault', 'id': '2', 'avatar_url': '/otxapi/users/avatar_image/media/avatars/user_2/resized/80/avatar_dacfad0ca8.png', 'is_subscribed': True, 'is_following': False}",
6214d3ed6d3fd76d9cff35c6,ALPHV (BlackCat) Ransomware IOCs,,343GuiltySpark,2022-03-24T00:00:00.271000,2022-02-22T12:15:41.950000,[],[],1,,[],[],[],[],white,2,[],False,"{'username': '343GuiltySpark', 'id': '91492', 'avatar_url': '/otxapi/users/avatar_image/media/avatars/user_91492/resized/80/avatar_b7653559df.png', 'is_subscribed': False, 'is_following': False}",
621c64d6f3cf5efc2e999c9a,BlackCat ransomware | AT&T Alien Labs,"AT&T Alien Labs™ is writing a report about BlackCat ransomware, which could be used in a future attack on critical infrastructure around the world, from 2022 to 2022. Â",mohdrennis,2022-02-28T05:59:50.071000,2022-02-28T05:59:50.071000,[],[],1,,[],[],[],[],white,1,[],False,"{'username': 'mohdrennis', 'id': '138092', 'avatar_url': 'https://otx.alienvault.com/assets/images/default-avatar.png', 'is_subscribed': False, 'is_following': False}",
6229baccf180e78b1798e87a,Energy and Power Sector Cyber Threat Intel - Key Insights (February 2022),"In February, a politically motivated threat group, dubbed Moses Staff, was tied to multiple waves of espionage and sabotage attacks. The attacks were aimed at Israeli entities including the Energy sector and made use of StrifeWater RAT masquerading as the Windows Calculator app to stay under the radar.

Other Major Incidents
The BlackCat ransomware had targeted the Oiltanking GmbH Group. Major oil terminals in Western Europe's biggest ports became victims of cyberattacks. The FBI warned organizations against the malicious activities of Emennet Pasargad. Three new threat groups Kostovite, Petrovite, and Erythrite were found targeting the industrial sector. TiltedTemple camping was found exploiting CVE-2021-40539 and CVE-2021-44077 flaws in cyberattacks aimed at the energy sector. The campaign was using a backdoor named SockDetour.",SVThreatIntel,2022-04-09T00:00:32.009000,2022-03-10T08:46:04.918000,[],[],1,Informational,[],[],[],[],white,1,[],False,"{'username': 'SVThreatIntel', 'id': '148120', 'avatar_url': '/otxapi/users/avatar_image/media/avatars/user_148120/resized/80/avatar_3b9c358f36.png', 'is_subscribed': False, 'is_following': False}",
62332fa3762b0d537977ee79,From BlackMatter to BlackCat: Analyzing two attacks from one affiliate,"BlackCat ransomware is a growing ransomware-as-a-service group that uses techniques and tools that compromise companies' networks, but can also be used to gain access to their networks and pay a ransom.",demoextraa,2022-03-17T12:54:59.125000,2022-03-17T12:54:59.125000,[],[],1,,[],[],[],[],white,1,[],False,"{'username': 'demoextraa', 'id': '176114', 'avatar_url': 'https://otx.alienvault.com/assets/images/default-avatar.png', 'is_subscribed': False, 'is_following': False}",
6234a9dbdae1e903e1a5f337,Cisco Talos Intelligence Group - Comprehensive Threat Intelligence: From BlackMatter to BlackCat: Analyzing two attacks from one affiliate,"BlackCat ransomware is a growing ransomware-as-a-service group that uses techniques and tools that compromise companies' networks, but can also be used to gain access to their networks and pay a ransom.",nsmteam2,2022-03-18T15:48:43.040000,2022-03-18T15:48:43.040000,[],[],1,,[],[],[],[],white,1,[],False,"{'username': 'nsmteam2', 'id': '182042', 'avatar_url': 'https://otx.alienvault.com/assets/images/default-avatar.png', 'is_subscribed': False, 'is_following': False}",
62382d05a15f0caa32901e66,Researchers Observed Commonalities between BlackMatter and BlackCat Attacks,"Researchers identified overlaps between BlackCat and BlackMatter ransomware. Researchers observed several commonalities between September 2021 BlackMatter attack and December 2021 BlackCat attack. This includes the tools and the file names used as well as a domain employed to maintain persistent access to the target network.

About BlackCat
BlackCat (aka Alphv) first appeared in November 2021 and, since then, several companies have been hit across the globe. It has been called out for being similar to BlackMatter, a short-lived ransomware family that originated from DarkSide, which attracted notoriety for its high-profile attack on Colonial Pipeline in May 2021.",SVThreatIntel,2022-03-21T07:45:09.835000,2022-03-21T07:45:09.835000,[],[],1,Malware Advisory,[],[],[],[],white,1,[],False,"{'username': 'SVThreatIntel', 'id': '148120', 'avatar_url': '/otxapi/users/avatar_image/media/avatars/user_148120/resized/80/avatar_3b9c358f36.png', 'is_subscribed': False, 'is_following': False}",
623835549a618aaf0187c680,Cisco Talos Intelligence Group - Comprehensive Threat Intelligence: From BlackMatter to BlackCat: Analyzing two attacks from one affiliate,"BlackCat ransomware is a growing ransomware-as-a-service group that uses techniques and tools that compromise companies' networks, but can also be used to gain access to their networks and pay a ransom.",CyberHunter_NL,2022-03-21T08:20:36.467000,2022-03-21T08:20:36.467000,[],[],1,,[],[],[],[],white,1,[],False,"{'username': 'CyberHunter_NL', 'id': '171283', 'avatar_url': '/otxapi/users/avatar_image/media/avatars/user_171283/resized/80/avatar_3b9c358f36.png', 'is_subscribed': False, 'is_following': False}",
6241333b5b16092c87b343bd,HIVE RANSOMWARE CONVERT VMWARE ESXI LINUX ENCRYPTOR TO RUST,"NetAssist Threat Research Team received notification from bleepingcomputer regarding the hive ransomware operation has converted their VMware ESXi Linux encryptor to the Rust programming language and added new features to make it harder for security researchers to snoop on victim's ransom negotiations.  Hive has been using a Linux encryptor to target VMware ESXi servers, a recent sample shows that they updated their encryptor with features first introduced by the BlackCat/ALPHV ransomware operation.",StonyCva,2022-03-28T04:02:03.736000,2022-03-28T04:02:03.736000,[],[],1,,[],[],[],[],white,1,[],False,"{'username': 'StonyCva', 'id': '117161', 'avatar_url': 'https://otx.alienvault.com/assets/images/default-avatar.png', 'is_subscribed': False, 'is_following': False}",
624fcd9e0c1f81ce74a57b64,A Bad Luck BlackCat | Securelist,"A new ransomware group is believed to be a successor to notorious cybercriminals like BlackMatter and REvil, according to security firm Kaspersky, and its research shows it has developed a new generation of malware.",mohdrennis,2022-04-08T05:52:30.226000,2022-04-08T05:52:30.226000,[],[],1,ScarCruft,[],[],[],[],white,1,[],False,"{'username': 'mohdrennis', 'id': '138092', 'avatar_url': 'https://otx.alienvault.com/assets/images/default-avatar.png', 'is_subscribed': False, 'is_following': False}",
